cve_id,published_date,last_modified_date,description_en,source_flags,cvss_v31_base_score,cvss_v31_severity,cvss_v31_vector,cvss_v4_base_score,cvss_v4_severity,cvss_v4_vector,cwe_list,product_list
CVE-2019-16959,2020-12-21 16:15:12.977,2024-11-21 04:31:25.323,"SolarWinds Web Help Desk 12.7.0 allows CSV Injection, also known as Formula Injection, via a file attached to a ticket.","nvd,v5",6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,,,,['CWE-1236' 'CWE-1236'],['webhelpdesk' 'solarwinds_webhelpdesk']
CVE-2020-15574,2020-07-07 14:15:11.847,2024-11-21 05:05:46.483,"SolarWinds Serv-U File Server before 15.2.1 mishandles the Same-Site cookie attribute, aka Case Number 00331893.","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['NVD-CWE-noinfo' 'NVD-CWE-noinfo'],['serv-u' 'solarwinds_serv_u']
CVE-2020-25619,2020-12-16 14:15:12.620,2024-11-21 05:18:15.177,"An issue was discovered in SolarWinds N-Central 12.3.0.670. The SSH component does not restrict the Communication Channel to Intended Endpoints. An attacker can leverage an SSH feature (port forwarding with a temporary key pair) to access network services on the 127.0.0.1 interface, even though this feature was only intended for user-to-agent communication.","nvd,v5",4.4,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,,,,['NVD-CWE-Other' 'NVD-CWE-Other'],['n-central' 'solarwinds_n_centra']
CVE-2020-35482,2021-02-03 16:15:14.087,2024-11-21 05:27:23.363,SolarWinds Serv-U before 15.2.2 allows authenticated reflected XSS.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['serv-u' 'solarwinds_serv_u']
CVE-2020-35856,2021-03-26 16:15:12.343,2024-11-21 05:28:19.440,SolarWinds Orion Platform before 2020.2.5 allows stored XSS attacks by an administrator on the Customize View page.,"nvd,v5",4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2021-28674,2021-07-30 14:15:16.277,2024-11-21 06:00:05.213,"The node management page in SolarWinds Orion Platform before 2020.2.5 HF1 allows an attacker to create or delete a node (outside of the attacker's perimeter) via an account with write permissions. This occurs because node IDs are predictable (with incrementing numbers) and the access control on Services/NodeManagement.asmx/DeleteObjNow is incorrect. To exploit this, an attacker must be authenticated and must have node management rights associated with at least one valid group on the platform.","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,,,,['CWE-330' 'CWE-330' 'CWE-863' 'CWE-863'],"['orion_platform' 'solarwinds_orion_platfor' 'orion_platform'
 'solarwinds_orion_platfor']"
CVE-2021-3109,2021-03-26 16:15:12.857,2024-11-21 06:20:53.853,The custom menu item options page in SolarWinds Orion Platform before 2020.2.5 allows Reverse Tabnabbing in the context of an administrator account.,"nvd,v5",4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,,,,['NVD-CWE-Other' 'NVD-CWE-Other'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2021-31217,2021-07-13 18:15:07.863,2024-11-21 06:05:19.267,"In SolarWinds DameWare Mini Remote Control Server 12.0.1.200, insecure file permissions allow file deletion as SYSTEM.","nvd,v5",9.1,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,,,,['CWE-276' 'CWE-276'],['dameware_mini_remote_control' 'solarwinds_dameware_mini_remote_contro']
CVE-2021-31474,2021-05-21 15:15:07.833,2024-11-21 06:05:44.853,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of SolarWinds Network Performance Monitor 2020.2.1. Authentication is not required to exploit this vulnerability. The specific flaw exists within the SolarWinds.Serialization library. The issue results from the lack of proper validation of user-supplied data, which can result in deserialization of untrusted data. An attacker can leverage this vulnerability to execute code in the context of SYSTEM. Was ZDI-CAN-12213.","nvd,v5",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['network_performance_monitor' 'solarwinds_network_performance_monitor']
CVE-2021-3154,2021-05-04 14:15:08.963,2024-11-21 06:21:00.757,An issue was discovered in SolarWinds Serv-U before 15.2.2. Unauthenticated attackers can retrieve cleartext passwords via macro Injection. NOTE: this had a distinct fix relative to CVE-2020-35481.,"nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-74' 'CWE-74'],['serv-u' 'solarwinds_serv_u']
CVE-2021-32076,2021-08-26 15:15:06.993,2024-11-21 06:06:48.670,"Access Restriction Bypass via referrer spoof was discovered in SolarWinds Web Help Desk 12.7.2. An attacker can access the 'Web Help Desk Getting Started Wizard', especially the admin account creation page, from a non-privileged IP address network range or loopback address by intercepting the HTTP request and changing the referrer from the public IP address to the loopback.","nvd,v5",5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-290' 'CWE-290'],['web_help_desk' 'solarwinds_web_help_desk']
CVE-2021-35240,2021-08-31 16:15:07.863,2024-11-21 06:12:08.003,"A security researcher stored XSS via a Help Server setting. This affects customers using Internet Explorer, because they do not support 'rel=noopener'.","nvd,v5",6.5,MEDIUM,CVSS:3.1/AV:A/AC:H/PR:H/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-79' 'CWE-79' 'CWE-79'],['orion_platform' 'internet_explorer' 'solarwinds_orion_platfor']
CVE-2022-36960,2022-11-29 21:15:10.693,2024-11-21 07:14:09.587,SolarWinds Platform was susceptible to Improper Input Validation. This vulnerability allows a remote adversary with valid access to SolarWinds Web Console to escalate user privileges.,"nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,"['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'
 'CWE-20' 'CWE-20' 'CWE-287' 'CWE-287' 'CWE-287' 'CWE-287' 'CWE-287'
 'CWE-287' 'CWE-287' 'CWE-287' 'CWE-287' 'CWE-287']","['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'solarwinds_orion_platfor']"
CVE-2023-23843,2023-07-26 14:15:10.070,2024-11-21 07:46:56.340,The SolarWinds Platform was susceptible to the Incorrect Comparison Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-697' 'CWE-697'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2023-35183,2023-10-19 15:15:09.157,2024-11-21 08:08:06.877,The SolarWinds Access Rights Manager was susceptible to Privilege Escalation Vulnerability. This vulnerability allows authenticated users to abuse local resources to Privilege Escalation.,"nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-276' 'CWE-276'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2023-35188,2024-02-06 16:15:51.140,2025-02-26 18:38:42.810,"
SQL Injection Remote Code Execution Vulnerability was found using a create statement in the SolarWinds Platform. This vulnerability requires user authentication to be exploited.","nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-89' 'CWE-89'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2023-40053,2023-12-06 04:15:07.523,2024-11-21 08:18:36.703,"A vulnerability has been identified within Serv-U 15.4 that allows an authenticated actor to insert content on the file share function feature of Serv-U, which could be used maliciously. ","nvd,v5",5.0,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,,,,"['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'
 'NVD-CWE-noinfo' 'NVD-CWE-noinfo']","['serv-u' 'serv-u' 'serv-u' 'solarwinds_serv_u' 'serv-u' 'serv-u' 'serv-u'
 'solarwinds_serv_u']"
CVE-2023-40061,2023-11-01 16:15:08.590,2025-02-26 18:39:01.377," Insecure
job execution mechanism vulnerability.  This
vulnerability can lead to other attacks as a result.



","nvd,v5",8.8,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-20' 'CWE-20'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-23466,2024-07-17 15:15:11.270,2025-02-26 18:40:14.357,"SolarWinds Access Rights Manager (ARM) is susceptible to a Directory Traversal Remote Code Execution vulnerability. If exploited, this vulnerability allows an unauthenticated user to perform the actions with SYSTEM privileges.  ","nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-23474,2024-07-17 15:15:12.840,2025-02-26 18:43:23.090,The SolarWinds Access Rights Manager was found to be susceptible to an Arbitrary File Deletion and Information Disclosure vulnerability.,"nvd,v5",7.6,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H,,,,['CWE-22' 'CWE-22'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-23477,2024-02-15 21:15:09.603,2024-11-21 08:57:47.693,"The SolarWinds Access Rights Manager (ARM) was found to be susceptible to a Directory Traversal Remote Code Execution Vulnerability. If exploited, this vulnerability allows an unauthenticated user to achieve a Remote Code Execution.
","nvd,v5",7.9,HIGH,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-28073,2024-04-17 17:15:14.900,2025-02-10 22:38:47.683,"SolarWinds Serv-U was found to be susceptible to a Directory Traversal Remote Code Vulnerability. This vulnerability requires a highly privileged account to be exploited.
","nvd,v5",8.4,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['serv-u' 'solarwinds_serv_u']
CVE-2024-28987,2024-08-21 22:15:04.350,2025-10-27 17:01:42.723,"The SolarWinds Web Help Desk (WHD) software is affected by a hardcoded credential vulnerability, allowing remote unauthenticated user to access internal functionality and modify data.","nvd,v5",9.1,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,,,['CWE-798' 'CWE-798' 'CWE-798' 'CWE-798'],"['web_help_desk' 'web_help_desk' 'web_help_desk'
 'solarwinds_web_help_desk']"
CVE-2025-26392,2025-10-21 08:15:33.757,2025-11-12 19:17:34.233,SolarWinds Observability Self-Hosted is susceptible to SQL injection vulnerability that may display sensitive data using a low-level account. This vulnerability requires authentication from a low-privilege account.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,,,,['CWE-89' 'CWE-89'],['observability_self-hosted' 'solarwinds_observability_self_hosted']
CVE-2025-26395,2025-06-10 15:15:23.723,2025-11-12 19:17:39.653,"SolarWinds Observability Self-Hosted

 was susceptible to a cross-site scripting (XSS) vulnerability due to an unsanitized field in the URL. The attack requires authentication using an administrator-level account and user interaction is required.","nvd,v5",7.1,HIGH,CVSS:3.1/AV:A/AC:L/PR:H/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-79' 'CWE-79'],['observability_self-hosted' 'solarwinds_observability_self_hosted']
CVE-2025-26397,2025-07-24 08:15:30.113,2025-11-12 19:17:37.173,SolarWinds Observability Self-Hosted is susceptible to Deserialization of Untrusted Data Local Privilege Escalation vulnerability. An attacker with low privileges can escalate privileges to run malicious files copied to a permission-protected folder. This vulnerability requires authentication from a low-level account and local access to the host server.,"nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['observability_self-hosted' 'solarwinds_observability_self_hosted']
CVE-2025-26399,2025-09-23 05:15:35.777,2025-11-14 23:41:16.280,"SolarWinds Web Help Desk was found to be susceptible to an unauthenticated AjaxProxy deserialization remote code execution vulnerability that, if exploited, would allow an attacker to run commands on the host machine. This vulnerability is a patch bypass of CVE-2024-28988, which in turn is a patch bypass of CVE-2024-28986.","nvd,v5",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502' 'CWE-502'],['web_help_desk' 'web_help_desk' 'solarwinds_web_help_desk']
CVE-2004-2532,2004-12-31 05:00:00.000,2025-04-03 01:03:51.193,"Serv-U FTP server before 5.1.0.0 has a default account and password for local administration, which allows local users to execute arbitrary commands by connecting to the server using the default administrator account, creating a new user, logging in as that new user, and then using the SITE EXEC command.","nvd,v5",,,,,,,"['CWE-255' 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255'
 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255' 'CWE-255']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'solarwinds_serv_u_file_server']"
CVE-2004-2533,2004-12-31 05:00:00.000,2025-04-03 01:03:51.193,"Serv-U FTP Server 4.1 (possibly 4.0) allows remote attackers to cause a denial of service (application crash) via a SITE CHMOD command with a ""\\...\"" followed by a short string, causing partial memory corruption, a different vulnerability than CVE-2004-2111.","nvd,v5",,,,,,,['CWE-20' 'CWE-20'],['serv-u_file_server' 'solarwinds_serv_u_file_server']
CVE-2005-3467,2005-11-02 23:02:00.000,2025-04-03 01:03:51.193,"Serv-U FTP Server before 6.1.0.4 allows attackers to cause a denial of service (crash) via (1) malformed packets and possibly other unspecified issues with unknown impact and attack vectors including (2) use of ""~"" in a pathname, and (3) memory consumption of the daemon.  NOTE: it is not clear whether items (2) and above are vulnerabilities.","nvd,v5",,,,,,,"['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'
 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'
 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'solarwinds_serv_u_file_server']"
CVE-2012-2576,2017-12-20 21:29:00.207,2025-04-20 01:37:25.860,"SQL injection vulnerability in the LoginServlet page in SolarWinds Storage Manager before 5.1.2, SolarWinds Storage Profiler before 5.1.2, and SolarWinds Backup Profiler before 5.1.2 allows remote attackers to execute arbitrary SQL commands via the loginName field.","nvd,v5",,,,,,,['CWE-89' 'CWE-89' 'CWE-89' 'CWE-89' 'CWE-89' 'CWE-89'],"['backup_profiler' 'storage_manager' 'storage_profiler'
 'solarwinds_storage_profiler' 'solarwinds_storage_manager'
 'solarwinds_backup_profiler']"
CVE-2012-2602,2012-08-12 16:55:00.903,2025-04-11 00:51:21.963,Multiple cross-site request forgery (CSRF) vulnerabilities in SolarWinds Orion Network Performance Monitor (NPM) before 10.3.1 allow remote attackers to hijack the authentication of administrators for requests that (1) create user accounts via CreateUserStepContainer actions to Admin/Accounts/Add/OrionAccount.aspx or (2) modify account privileges via a ynAdminRights action to Admin/Accounts/EditAccount.aspx.,"nvd,v5",,,,,,,['CWE-352' 'CWE-352' 'CWE-352'],"['orion_network_performance_monitor' 'orion_network_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2019-13182,2019-12-16 21:15:11.327,2024-11-21 04:24:22.410,A stored cross-site scripting (XSS) vulnerability exists in the web UI of SolarWinds Serv-U FTP Server 15.1.7.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['serv-u_ftp_server' 'solarwinds_serv_u_ftp_server']
CVE-2019-19829,2019-12-18 18:15:19.957,2024-11-21 04:35:28.720,"A cross-site scripting (XSS) vulnerability exists in SolarWinds Serv-U FTP Server 15.1.7 in the email parameter, a different vulnerability than CVE-2018-19934 and CVE-2019-13182.","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['serv-u_ftp_server' 'solarwinds_serv_u_ftp_server']
CVE-2019-8917,2019-02-18 19:29:00.197,2024-11-21 04:50:39.240,"SolarWinds Orion NPM before 12.4 suffers from a SYSTEM remote code execution vulnerability in the OrionModuleEngine service. This service establishes a NetTcpBinding endpoint that allows remote, unauthenticated clients to connect and call publicly exposed methods. The InvokeActionMethod method may be abused by an attacker to execute commands as the SYSTEM user.","nvd,v5",,,,,,,['NVD-CWE-noinfo' 'NVD-CWE-noinfo'],"['orion_network_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2020-12608,2020-05-07 17:15:11.760,2024-11-21 04:59:54.910,An issue was discovered in SolarWinds MSP PME (Patch Management Engine) Cache Service before 1.1.15 in the Advanced Monitoring Agent. There are insecure file permissions for %PROGRAMDATA%\SolarWinds MSP\SolarWinds.MSP.CacheService\config\. This can lead to code execution by changing the CacheService.xml SISServerURL parameter.,"nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,,['CWE-276' 'CWE-276'],"['managed_service_provider_patch_management_engine'
 'solarwinds_managed_service_provider_patch_management_engine']"
CVE-2020-14005,2020-06-24 14:15:12.037,2024-11-21 05:02:20.037,"Solarwinds Orion (with Web Console WPM 2019.4.1, and Orion Platform HF4 or NPM HF2 2019.4) allows remote attackers to execute arbitrary code via a defined event.","nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo' 'NVD-CWE-noinfo'],"['orion_network_performance_monitor' 'orion_web_performance_monitor'
 'solarwinds_orion_web_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2020-27870,2021-02-10 23:15:12.387,2024-11-21 05:21:58.277,This vulnerability allows remote attackers to disclose sensitive information on affected installations of SolarWinds Orion Platform 2020.2.1. Authentication is required to exploit this vulnerability. The specific flaw exists within ExportToPDF.aspx. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to disclose information in the context of SYSTEM. Was ZDI-CAN-11917.,"nvd,v5",6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-22' 'CWE-22'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2020-27871,2021-02-10 23:15:12.513,2024-11-21 05:21:58.400,"This vulnerability allows remote attackers to create arbitrary files on affected installations of SolarWinds Orion Platform 2020.2.1. Although authentication is required to exploit this vulnerability, the existing authentication mechanism can be bypassed. The specific flaw exists within VulnerabilitySettings.aspx. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to execute arbitrary code in the context of SYSTEM. Was ZDI-CAN-11902.","nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2020-5734,2020-04-07 14:15:14.153,2024-11-21 05:34:30.280,"Classic buffer overflow in SolarWinds Dameware allows a remote, unauthenticated attacker to cause a denial of service by sending a large 'SigPubkeyLen' during ECDH key exchange.","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,,['CWE-120' 'CWE-120'],['dameware' 'solarwinds_dameware']
CVE-2021-35218,2021-09-01 15:15:08.910,2024-11-21 06:12:05.023,Deserialization of Untrusted Data in the Web Console Chart Endpoint can lead to remote code execution. An unauthorized attacker who has network access to the Orion Patch Manager Web Console could potentially exploit this and compromise the server,"nvd,v5",8.9,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,,,,['CWE-502' 'CWE-502'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2021-35227,2021-10-21 18:15:10.113,2024-11-21 06:12:06.180,The HTTP interface was enabled for RabbitMQ Plugin in ARM 2020.2.6 and the ability to configure HTTPS was not available.,"nvd,v5",4.7,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-79' 'CWE-79' 'CWE-502' 'CWE-502'],"['access_rights_manager' 'solarwinds_access_rights_manager'
 'access_rights_manager' 'solarwinds_access_rights_manager']"
CVE-2021-35242,2021-12-06 17:15:07.627,2024-11-21 06:12:08.150,Serv-U server responds with valid CSRFToken when the request contains only Session.,"nvd,v5",8.3,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H,,,,['CWE-352' 'CWE-352'],['serv-u' 'solarwinds_serv_u']
CVE-2021-35245,2021-12-06 17:15:07.687,2024-11-21 06:12:08.580,"When a user has admin rights in Serv-U Console, the user can move, create and delete any files are able to be accessed on the Serv-U host machine.","nvd,v5",8.4,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H,,,,"['CWE-284' 'CWE-284' 'CWE-284' 'CWE-284' 'CWE-284' 'NVD-CWE-Other'
 'NVD-CWE-Other' 'NVD-CWE-Other' 'NVD-CWE-Other' 'NVD-CWE-Other']","['serv-u' 'serv-u' 'serv-u' 'windows' 'solarwinds_serv_u' 'serv-u'
 'serv-u' 'serv-u' 'windows' 'solarwinds_serv_u']"
CVE-2021-35246,2022-11-23 17:15:09.943,2024-11-21 06:12:08.733,The application fails to prevent users from connecting to it over unencrypted connections. An attacker able to modify a legitimate user's network traffic could bypass the application's use of SSL/TLS encryption and use the application as a platform for attacks against its users.,"nvd,v5",5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,,['CWE-319' 'CWE-319'],"[""engineer\\'s_toolset"" 'solarwinds_engineer_s_toolse']"
CVE-2022-36962,2022-11-29 21:15:10.770,2024-11-21 07:14:09.870,SolarWinds Platform was susceptible to Command Injection. This vulnerability allows a remote adversary with complete control over the SolarWinds database to execute arbitrary commands.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,"['CWE-78' 'CWE-78' 'CWE-78' 'CWE-78' 'CWE-78' 'CWE-78' 'CWE-78' 'CWE-78'
 'CWE-78' 'CWE-78' 'CWE-77' 'CWE-77' 'CWE-77' 'CWE-77' 'CWE-77' 'CWE-77'
 'CWE-77' 'CWE-77' 'CWE-77' 'CWE-77']","['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'solarwinds_orion_platfor']"
CVE-2022-38114,2022-11-23 17:15:10.167,2024-11-21 07:15:49.283,"This vulnerability occurs when a web server fails to correctly process the Content-Length of POST requests. This can lead to HTTP request smuggling or XSS.

","nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-444' 'CWE-444'],"['security_event_manager' 'solarwinds_security_event_manager'
 'security_event_manager' 'solarwinds_security_event_manager']"
CVE-2022-47512,2022-12-19 16:15:11.260,2024-11-21 07:32:06.990,Sensitive information was stored in plain text in a file that is accessible by a user with a local account in Hybrid Cloud Observability (HCO)/ SolarWinds Platform 2022.4. No other versions are affected,"nvd,v5",5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-312' 'CWE-312' 'CWE-312'],['solarwinds_platform' 'windows' 'solarwinds_solarwinds_platfor']
CVE-2023-23837,2023-04-25 18:15:09.300,2025-02-04 17:15:11.313,"No exception handling vulnerability which revealed sensitive or excessive information to users.

","nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-755' 'CWE-755' 'CWE-755' 'CWE-209' 'CWE-209' 'CWE-209'],"['database_performance_analyzer' 'windows'
 'solarwinds_database_performance_analyzer'
 'database_performance_analyzer' 'windows'
 'solarwinds_database_performance_analyzer']"
CVE-2023-23844,2023-07-26 14:15:10.150,2024-11-21 07:46:56.477,The SolarWinds Platform was susceptible to the Incorrect Comparison Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands with SYSTEM privileges.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-184' 'CWE-184' 'CWE-697' 'CWE-697'],"['solarwinds_platform' 'solarwinds_solarwinds_platfor'
 'solarwinds_platform' 'solarwinds_solarwinds_platfor']"
CVE-2023-23845,2023-09-13 23:15:08.283,2024-11-21 07:46:56.610,The SolarWinds Platform was susceptible to the Incorrect Comparison Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands with NETWORK SERVICE privileges.,"nvd,v5",6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-697' 'CWE-697'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2023-40056,2023-11-28 18:15:07.900,2024-11-21 08:18:37.150,"











SQL Injection Remote Code Vulnerability was found in the SolarWinds
Platform. This vulnerability can be exploited with a low privileged account.  





","nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-89' 'CWE-89'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
